8, 5, STUART-BROAD, DEVON-CONWAY, L, 82.185, 6.07, 0.56, 0.41, 0.63, -0.01, 0.18, 0, 0.000, 0.000, 12:57:50, 2022/06/13, -0.583655, 7.158611, -11.538690, -6.669237, P, D, 0.908885, 2.012674, 0.238166, 2.635253, 0.014896
8, 6, STUART-BROAD, DEVON-CONWAY, L, 81.518, 5.40, 0.42, 0.26, 0.62, 0.16, 0.15, 4, 112.000, 130.000, 12:58:25, 2022/06/13, -0.638428, 7.633273, -11.226996, -6.223357, P, A, 0.856479, 2.026631, 0.547143, 2.941056, 0.038783
9, 1, MATTY-POTTS, WILL-YOUNG, R, 79.364, 7.67, -0.38, -0.27, 0.81, -0.23, -0.85, 0, 0.000, 0.000, 13:00:00, 2022/06/13, -0.594893, 8.176373, -12.337235, -8.608749, P, D, -0.709362, 2.017344, -0.707540, 4.016275, -0.034533
9, 2, MATTY-POTTS, WILL-YOUNG, R, 80.623, 7.86, -0.43, -0.13, 0.94, -0.49, 0.64, 0, 0.000, 0.000, 13:00:34, 2022/06/13, -0.633611, 8.912906, -12.575638, -8.831331, P, D, -0.744899, 2.027477, -1.290762, 3.587933, -0.057958
9, 3, MATTY-POTTS, WILL-YOUNG, R, 80.212, 8.91, -0.28, 0.09, 1.18, -0.02, -1.03, 1, -6.000, 144.000, 13:01:07, 2022/06/13, -0.661402, 10.017439, -13.608575, -9.578784, P, A, -0.844299, 1.990048, -0.572228, 2.338235, -0.021417
9, 4, MATTY-POTTS, DEVON-CONWAY, L, 81.249, 7.11, 0.47, 0.18, 0.72, 1.37, -0.57, 0, 0.000, 0.000, 13:02:02, 2022/06/13, -0.573872, 7.523269, -12.246578, -7.684078, P, D, 0.953371, 2.014604, 2.893854, 2.693381, 0.155085
9, 5, MATTY-POTTS, DEVON-CONWAY, L, 83.148, 6.97, 0.52, 0.35, 0.80, 0.10, 0.33, 1, 48.000, 74.000, 13:02:30, 2022/06/13, -0.644506, 8.299063, -11.871615, -7.972426, P, A, 0.876822, 2.021594, 0.475686, 3.655791, 0.024513
9, 6, MATTY-POTTS, WILL-YOUNG, R, 81.379, 7.32, -0.13, 0.07, 0.79, 0.06, -1.36, 0, 0.000, 0.000, 13:03:07, 2022/06/13, -0.595996, 8.014546, -12.498228, -8.084834, P, D, -0.694227, 2.040934, -0.336366, 2.834017, -0.017317
10, 1, STUART-BROAD, DEVON-CONWAY, L, 79.045, 7.39, 0.49, 0.06, 0.79, 4.23, -2.87, 0, 0.000, 0.000, 13:43:52, 2022/06/13, -0.597259, 7.847105, -11.948212, -8.446182, P, D, 0.974918, 2.065481, 7.880166, 4.872384, 0.426597
10, 2, STUART-BROAD, DEVON-CONWAY, L, 80.534, 7.03, 0.34, 0.11, 0.86, -5.18, 3.12, 0, 0.000, 0.000, 13:44:32, 2022/06/13, -0.557257, 9.099784, -14.722844, -3.333058, P, D, 0.791677, 1.786102, -9.142157, -10.241305, -0.495528
